country,code,year,gas_consumption,coal_consumption,oil_consumption
Middle East (EI),,1979,316.76602,13.287019,1159.3568
Middle East (EI),,1980,317.02014,14.00031,1105.2087
Middle East (EI),,1981,343.4552,11.741648,1207.3297
Middle East (EI),,1982,383.97806,22.22158,1319.0878
Middle East (EI),,1983,392.83484,27.009151,1480.3683
Middle East (EI),,1984,504.46786,31.15692,1614.4838
Middle East (EI),,1985,544.38776,32.74094,1700.0228
Middle East (EI),,1986,659.0445,34.935963,1695.3132
Middle East (EI),,1987,722.67017,36.301926,1778.6168
Middle East (EI),,1988,804.03845,35.591427,1846.8494
Middle East (EI),,1989,906.9236,34.55459,1894.5037
Middle East (EI),,1990,956.8099,35.826397,1952.2261
Middle East (EI),,1991,1001.00073,41.656124,2019.6924
Middle East (EI),,1992,1144.0236,47.138527,2151.9475
Middle East (EI),,1993,1071.7454,55.137726,2304.3518
Middle East (EI),,1994,1239.8612,57.688927,2531.8394
Middle East (EI),,1995,1363.4507,61.440407,2518.3345
Middle East (EI),,1996,1421.7228,72.346115,2573.8599
Middle East (EI),,1997,1502.8616,77.74352,2705.4265
Middle East (EI),,1998,1621.9935,84.52492,2692.5364
Middle East (EI),,1999,1730.2708,82.577965,2684.6917
Middle East (EI),,2000,1833.0181,89.48416,2814.3535
Middle East (EI),,2001,1948.4412,100.72921,2934.9187
Middle East (EI),,2002,2144.2466,105.680405,3001.3157
Middle East (EI),,2003,2251.5828,110.42719,3102.2976
Middle East (EI),,2004,2497.0173,112.075745,3311.0332
Middle East (EI),,2005,2663.6584,115.18113,3498.2104
Middle East (EI),,2006,2818.7427,113.90871,3661.6086
Middle East (EI),,2007,3058.7344,115.397285,3718.895
Middle East (EI),,2008,3370.7773,113.0959,3986.0554
Middle East (EI),,2009,3468.2783,104.99952,4018.7356
Middle East (EI),,2010,3804.5352,115.502075,4189.9404
Middle East (EI),,2011,3984.446,116.57158,4322.764
Middle East (EI),,2012,4110.108,137.6299,4477.1143
Middle East (EI),,2013,4232.945,122.57881,4640.55
Middle East (EI),,2014,4473.643,122.47553,4727.2744
Middle East (EI),,2015,4792.7266,116.73296,4702.626
Middle East (EI),,2016,5010.9336,105.766785,4817.408
Middle East (EI),,2017,5098.312,104.39294,4874.325
Middle East (EI),,2018,5179.162,103.31253,4826.3477
Middle East (EI),,2019,5348.328,105.94424,4713.034
Middle East (EI),,2020,5528.975,103.175995,4367.314
Middle East (EI),,2021,5491.435,104.744606,4613.969
Middle East (EI),,2022,5661.168,105.07941,4958.795
Middle East (EI),,2023,5777.167,105.3033,5079.116
Morocco,MAR,1965,0.5145,2.1136668,11.545965
Morocco,MAR,1966,0.5145,3.2408333,16.513163
Morocco,MAR,1967,0.5145,3.2271667,18.142168
Morocco,MAR,1968,0.5145,2.9001665,19.909143
Morocco,MAR,1969,0.5145,2.8981667,21.551186
Morocco,MAR,1970,0.5145,3.323,22.55748
Morocco,MAR,1971,0.5021019,3.4766667,23.806574
Morocco,MAR,1972,0.5438419,4.2968335,25.329979
Morocco,MAR,1973,0.68005276,4.2571664,30.294249
Morocco,MAR,1974,0.78027993,4.2161665,32.480705
Morocco,MAR,1975,0.6902986,4.7921667,33.62336
Morocco,MAR,1976,0.7720341,5.1994996,36.71666
Morocco,MAR,1977,0.84101194,4.9101663,41.40305
Morocco,MAR,1978,0.7940267,4.9498334,44.40629
Morocco,MAR,1979,0.73529524,4.8281665,50.361397
Morocco,MAR,1980,0.64531386,4.628,51.022358
Morocco,MAR,1981,0.8285094,4.916833,50.176956
Morocco,MAR,1982,0.7687777,5.477667,52.811638
Morocco,MAR,1983,0.81177384,6.785333,53.351723
Morocco,MAR,1984,0.81077385,5.8275,55.483395
Morocco,MAR,1985,0.9162347,7.69906,55.250378
Morocco,MAR,1986,0.8869969,10.45537,54.291435
Morocco,MAR,1987,0.7207925,12.130089,54.27466
Morocco,MAR,1988,0.7365394,11.967269,58.015285
Morocco,MAR,1989,0.544098,13.211679,63.670048
Morocco,MAR,1990,0.50335807,12.74648,65.89839
Morocco,MAR,1991,0.32216248,13.88622,65.97015
Morocco,MAR,1992,0.21168916,12.87441,77.84268
Morocco,MAR,1993,0.20694415,14.06067,79.18833
Morocco,MAR,1994,0.2021875,15.677239,86.091125
Morocco,MAR,1995,0.127965,18.99179,81.52536
Morocco,MAR,1996,0.1627036,24.3067,76.85733
Morocco,MAR,1997,0.29991445,23.15533,81.739136
Morocco,MAR,1998,0.32915223,27.621248,81.00672
Morocco,MAR,1999,0.3836389,26.41173,89.25713
Morocco,MAR,2000,0.44187024,31.22655,83.48259
Morocco,MAR,2001,0.43712527,39.69319,83.637276
Morocco,MAR,2002,0.55943996,39.472218,87.03641
Morocco,MAR,2003,0.53613,38.060337,87.084114
Morocco,MAR,2004,0.68764496,42.100597,100.61575
Morocco,MAR,2005,4.49883,44.14748,109.33424
Morocco,MAR,2006,5.5827446,44.8918,110.873024
Morocco,MAR,2007,6.2976627,37.59607,115.9952
Morocco,MAR,2008,6.2191076,42.61604,127.88396
Morocco,MAR,2009,6.831928,31.469973,129.22275
Morocco,MAR,2010,7.379246,32.415386,143.70778
Morocco,MAR,2011,9.340199,34.6259,153.33934
Morocco,MAR,2012,12.491665,35.170513,154.29112
Morocco,MAR,2013,12.112491,34.901863,156.06314
Morocco,MAR,2014,11.739,46.952866,148.68529
Morocco,MAR,2015,11.770798,51.69651,145.51521
Morocco,MAR,2016,11.975875,49.81594,149.06464
Morocco,MAR,2017,11.880709,51.781143,157.80402
Morocco,MAR,2018,10.715159,59.892403,154.05063
Morocco,MAR,2019,10.126819,77.487465,156.34242
Morocco,MAR,2020,7.866613,79.828316,136.50922
Morocco,MAR,2021,7.899017,85.96896,154.91988
Morocco,MAR,2022,2.2269576,86.36192,159.81696
Morocco,MAR,2023,8.880107,81.00748,158.48438
Netherlands,NLD,1965,15,103.05555,295.90454
Netherlands,NLD,1966,28.61111,93.888885,320.8774
Netherlands,NLD,1967,50.555553,90.27777,327.9667
Netherlands,NLD,1968,85,85.55555,353.7581
Netherlands,NLD,1969,125.27778,72.77777,385.83737
Netherlands,NLD,1970,176.38889,53.333332,429.0313
Netherlands,NLD,1971,230.55554,40.277775,423.7892
Netherlands,NLD,1972,300,34.444443,472.7687
Netherlands,NLD,1973,333.61108,35,487.92667
Netherlands,NLD,1974,355,33.333332,418.32544
Netherlands,NLD,1975,370.27774,28.055555,412.4857
Netherlands,NLD,1976,384.44443,35,464.2084
Netherlands,NLD,1977,385.83334,36.666664,445.5194
Netherlands,NLD,1978,386.66666,41.944443,455.18344
Netherlands,NLD,1979,385,39.999996,490.4418
Netherlands,NLD,1980,351.94443,46.388885,458.67545
Netherlands,NLD,1981,334.99997,51.38889,426.86792
Netherlands,NLD,1982,319.99997,59.444443,373.0677
Netherlands,NLD,1983,342.2222,61.38889,353.5345
Netherlands,NLD,1984,363.6111,74.166664,349.00687
Netherlands,NLD,1985,383.3333,73.888885,353.14584
Netherlands,NLD,1986,382.22223,76.11111,391.5668
Netherlands,NLD,1987,394.44443,80.27778,394.37207
Netherlands,NLD,1988,356.66666,96.11111,418.44595
Netherlands,NLD,1989,365.83334,95.27777,412.89236
Netherlands,NLD,1990,368.05557,101.666664,428.5198
Netherlands,NLD,1991,410.69443,93.611115,411.34976
Netherlands,NLD,1992,399.91666,93.33333,431.89185
Netherlands,NLD,1993,411.30554,94.166664,426.74704
Netherlands,NLD,1994,397.2222,100.27778,424.05542
Netherlands,NLD,1995,408.02777,103.61111,447.4748
Netherlands,NLD,1996,452.19443,100,447.37653
Netherlands,NLD,1997,423.69443,97.22222,464.74838
Netherlands,NLD,1998,418.38885,99.166664,470.26678
Netherlands,NLD,1999,408.77777,86.94444,479.29355
Netherlands,NLD,2000,409.91666,90.27777,486.18246
Netherlands,NLD,2001,418.19443,96.11111,509.7186
Netherlands,NLD,2002,413.97223,96.666664,512.05084
Netherlands,NLD,2003,416.8333,100,512.8084
Netherlands,NLD,2004,426.77777,98.61111,536.42145
Netherlands,NLD,2005,414.55557,94.166664,569.4229
Netherlands,NLD,2006,398.0833,89.72222,567.0726
Netherlands,NLD,2007,388.05554,97.77778,583.52014
Netherlands,NLD,2008,403.8889,92.5,554.87646
Netherlands,NLD,2009,413.5833,87.22222,530.0778
Netherlands,NLD,2010,467.5833,87.77778,568.0019
Netherlands,NLD,2011,409.27777,86.58333,567.4296
Netherlands,NLD,2012,392.8333,95.138885,555.90686
Netherlands,NLD,2013,391.1389,95.19444,529.2256
Netherlands,NLD,2014,343.27777,105.30555,518.6247
Netherlands,NLD,2015,337.8889,128.66667,505.8948
Netherlands,NLD,2016,351.6111,119.27777,517.8782
Netherlands,NLD,2017,362.9722,106.97222,520.8713
Netherlands,NLD,2018,355.8889,96.08333,506.96292
Netherlands,NLD,2019,371.6111,74.69444,494.70673
Netherlands,NLD,2020,360.94443,47.77778,470.90628
Netherlands,NLD,2021,348.41666,65.11111,470.28995
Netherlands,NLD,2022,275.3611,64.333336,461.5315
Netherlands,NLD,2023,257.72223,43.99141,473.0846
New Zealand,NZL,1970,0.7104,16.40993,47.609863
New Zealand,NZL,1971,0.9024,14.59565,49.176487
New Zealand,NZL,1972,1.6352,14.95618,52.94315
New Zealand,NZL,1973,1.9008,16.94491,55.962757
New Zealand,NZL,1974,3.2034748,17.444561,52.95165
New Zealand,NZL,1975,3.4746535,16.416618,51.22918
New Zealand,NZL,1976,9.33013,16.916695,52.70256
New Zealand,NZL,1977,15.340602,16.111172,52.72557
New Zealand,NZL,1978,14.378684,14.861116,50.766357
New Zealand,NZL,1979,9.527735,13.249994,51.13983
New Zealand,NZL,1980,8.698373,13.628225,48.85752
New Zealand,NZL,1981,10.677521,13.577947,46.47539
New Zealand,NZL,1982,19.426569,13.310541,46.441486
New Zealand,NZL,1983,21.091728,14.74875,44.486046
New Zealand,NZL,1984,27.045172,13.717163,45.900852
New Zealand,NZL,1985,34.48909,12.66603,43.00212
New Zealand,NZL,1986,41.616955,14.556855,38.701366
New Zealand,NZL,1987,40.255424,12.149866,44.81707
New Zealand,NZL,1988,44.151974,13.165961,43.816982
New Zealand,NZL,1989,45.382774,14.334275,45.22757
New Zealand,NZL,1990,44.44859,13.928279,50.82389
New Zealand,NZL,1991,48.3457,13.280543,51.70254
New Zealand,NZL,1992,51.16109,14.623765,53.34146
New Zealand,NZL,1993,49.90051,14.406294,53.03442
New Zealand,NZL,1994,46.77109,13.617704,61.31527
New Zealand,NZL,1995,44.630497,13.655409,66.30301
New Zealand,NZL,1996,50.87484,13.457762,67.54738
New Zealand,NZL,1997,54.805138,14.528347,70.944374
New Zealand,NZL,1998,48.31148,13.247123,71.86079
New Zealand,NZL,1999,55.233707,13.571336,72.871544
New Zealand,NZL,2000,58.75267,12.859932,74.42254
New Zealand,NZL,2001,61.993137,15.92658,75.24428
New Zealand,NZL,2002,59.181942,15.918619,77.48304
New Zealand,NZL,2003,44.62404,22.97443,82.19651
New Zealand,NZL,2004,40.718163,23.73867,81.031
New Zealand,NZL,2005,37.576244,26.427471,85.43949
New Zealand,NZL,2006,38.154423,26.021524,85.78982
New Zealand,NZL,2007,42.152313,19.720991,86.18501
New Zealand,NZL,2008,39.045193,24.47237,87.20915
New Zealand,NZL,2009,40.138943,18.818949,83.42238
New Zealand,NZL,2010,43.759987,16.071981,84.06174
New Zealand,NZL,2011,40.2155,16.269657,86.10043
New Zealand,NZL,2012,44.646664,20.272028,85.01224
New Zealand,NZL,2013,47.0649,17.877504,86.0317
New Zealand,NZL,2014,52.28978,16.509882,87.71647
New Zealand,NZL,2015,48.018906,16.673475,91.30542
New Zealand,NZL,2016,47.97363,13.796134,94.55371
New Zealand,NZL,2017,49.92102,14.536367,99.16319
New Zealand,NZL,2018,45.022667,15.672816,99.450386
New Zealand,NZL,2019,48.04402,16.648094,101.94943
New Zealand,NZL,2020,45.72634,15.759999,84.23938
New Zealand,NZL,2021,38.74297,18.388664,83.899605
New Zealand,NZL,2022,36.21647,12.746311,82.971375
New Zealand,NZL,2023,38.05476,11.389625,88.61539
New Zealand,NZL,1965,,19.13135,32.636177
New Zealand,NZL,1966,,18.608,36.13348
New Zealand,NZL,1967,,16.99143,37.95181
New Zealand,NZL,1968,,15.99125,38.995968
New Zealand,NZL,1969,,16.398298,40.505108
Non-OECD (EI),,1965,1578.5005,5976.654,4567.3154
Non-OECD (EI),,1966,1755.4828,6205.5874,4915.6875
Non-OECD (EI),,1967,1938.075,6131.5117,5246.723
Non-OECD (EI),,1968,2099.3154,6150.3374,5632.8096
Non-OECD (EI),,1969,2277.5176,6532.6777,6035.813
Non-OECD (EI),,1970,2487.716,6926.3135,6602.967
Non-OECD (EI),,1971,2713.8074,7355.353,7132.2026
Non-OECD (EI),,1972,2868.9492,7614.13,7745.4146
Non-OECD (EI),,1973,3164.1318,7738.442,8461.094
Non-OECD (EI),,1974,3378.6013,7831.7656,9011.125
Non-OECD (EI),,1975,3689.8428,8352.198,9346.334
Non-OECD (EI),,1976,4084.343,8483.516,9920.083
Non-OECD (EI),,1977,4437.4087,8903.102,10511.246
Non-OECD (EI),,1978,4764.674,9192.643,11201.163
Non-OECD (EI),,1979,5170.41,9468.685,11663.607
Non-OECD (EI),,1980,5364.4395,9581.238,11825.072
Non-OECD (EI),,1981,5681.6523,9751.692,11954.175
Non-OECD (EI),,1982,6131.988,10128.74,12053.338
Non-OECD (EI),,1983,6540.407,10564.208,12156.048
Non-OECD (EI),,1984,7147.3037,11031.754,12346.995
Non-OECD (EI),,1985,7436.3223,11511.137,12336.411
Non-OECD (EI),,1986,7868.14,11937.093,12641.749
Non-OECD (EI),,1987,8255.502,12558.147,13026.054
Non-OECD (EI),,1988,8765.4,13061.051,13354.97
Non-OECD (EI),,1989,9078.303,13215.724,13672.527
Non-OECD (EI),,1990,9493.933,13242.273,14024.551
Non-OECD (EI),,1991,9623.263,13262.132,13967.439
Non-OECD (EI),,1992,9512.484,13468.81,13871.269
Non-OECD (EI),,1993,9354.76,13663.498,13615.526
Non-OECD (EI),,1994,9219.485,13762.685,13764.943
Non-OECD (EI),,1995,9336.329,13876.161,14071.962
Non-OECD (EI),,1996,9777.203,14118.455,14227.162
Non-OECD (EI),,1997,9518.25,13969.673,14982.549
Non-OECD (EI),,1998,9836.243,13873.138,15016.307
Non-OECD (EI),,1999,10125.744,14104.028,15297.73
Non-OECD (EI),,2000,10518.8545,14528.904,15928.967
Non-OECD (EI),,2001,10955.246,15107.878,16364.126
Non-OECD (EI),,2002,11350.9375,16038.6455,16722.76
Non-OECD (EI),,2003,11865.105,18281.36,17289.732
Non-OECD (EI),,2004,12642.56,20400.48,18557.322
Non-OECD (EI),,2005,13205.755,22811.895,18988.736
Non-OECD (EI),,2006,13893.181,24581.766,19755.736
Non-OECD (EI),,2007,14514.321,26529.469,20468.557
Non-OECD (EI),,2008,14993.663,27324.236,21071.125
Non-OECD (EI),,2009,14833.263,28148.016,21388.678
Non-OECD (EI),,2010,16060.708,29212.645,22695.436
Non-OECD (EI),,2011,16871.922,31407.71,23404.398
Non-OECD (EI),,2012,17362.791,32033.121,24359.85
Non-OECD (EI),,2013,17552.498,32572.781,24978.916
Non-OECD (EI),,2014,18049.611,32955.926,25594.16
Non-OECD (EI),,2015,18514.31,32509.082,26221.736
Non-OECD (EI),,2016,18664.004,32179.266,26952.01
Non-OECD (EI),,2017,19737.486,32713.521,27613.967
Non-OECD (EI),,2018,20631.168,33740.914,28064.115
Non-OECD (EI),,2019,20973.021,34629.727,28352.982
Non-OECD (EI),,2020,21006.05,34635.62,26599.23
Non-OECD (EI),,2021,22157.781,36277.11,27824.666
Non-OECD (EI),,2022,22153.594,36846.72,28941.768
Non-OECD (EI),,2023,22531.615,38578.914,30356.95
North America,,1965,4467.994,3412.8337,7466.549
North America,,1966,4818.5474,3566.435,7833.953
North America,,1967,5073.1475,3502.8997,8160.8506
North America,,1968,5441.5024,3634.5938,8699.625
North America,,1969,5880.727,3642.3462,9124.7
North America,,1970,6213.8354,3624.5098,9575.993
North America,,1971,6418.509,3432.4197,9905.831
North America,,1972,6532.8936,3556.7488,10679.776
North America,,1973,6521.5625,3812.2861,11354.611
North America,,1974,6325.4897,3731.2556,11026.319
North America,,1975,5870.059,3729.3574,10809.021
North America,,1976,5978.4717,4013.345,11562.559
North America,,1977,5901.9336,4174.8345,12142.008
North America,,1978,5964.0107,4084.0315,12467.338
North America,,1979,6184.5625,4426.2812,12306.104
North America,,1980,6086.5293,4579.549,11543.458
North America,,1981,5964.575,4716.7783,10909.727
North America,,1982,5650.9937,4573.802,10331.664
North America,,1983,5337.409,4751.3354,10205.829
North America,,1984,5702.6724,5111.611,10530.535
North America,,1985,5554.8896,5217.145,10505.655
North America,,1986,5210.829,5136.4907,10958.978
North America,,1987,5500.998,5366.754,11215.814
North America,,1988,5781.1523,5620.6733,11644.66
North America,,1989,6129.2393,5685.6475,11750.248
North America,,1990,6131.6577,5696.6265,11547.097
North America,,1991,6264.195,5635.0215,11315.936
North America,,1992,6480.3555,5677.2573,11531.652
North America,,1993,6665.2754,5845.8174,11619.481
North America,,1994,6848.8213,5891.264,11968.931
North America,,1995,7133.5054,5960.4844,11923.752
North America,,1996,7271.089,6229.24,12328.78
North America,,1997,7331.801,6367.0957,12550.912
North America,,1998,7236.2607,6449.974,12800.467
North America,,1999,7320.5005,6428.929,13090.578
North America,,2000,7643.1973,6722.444,13342.495
North America,,2001,7330.9814,6558.836,13376.215
North America,,2002,7616.7686,6621.082,13363.19
North America,,2003,7517.033,6703.8784,13606.848
North America,,2004,7569.074,6726.9937,14108.793
North America,,2005,7535.2715,6845.305,14186.137
North America,,2006,7533.9326,6749.263,14018.21
North America,,2007,7969.5205,6837.884,14013.792
North America,,2008,8030.985,6706.3364,13244.684
North America,,2009,7940.4854,5902.084,12596.494
North America,,2010,8290.135,6254.494,12755.922
North America,,2011,8527.974,5924.3135,12571.408
North America,,2012,8846.6045,5254.53,12365.951
North America,,2013,9142.066,5431.3154,12455.369
North America,,2014,9351.395,5409.323,12466.217
North America,,2015,9579.756,4713.268,12653.666
North America,,2016,9585.384,4341.471,12764.857
North America,,2017,9574.857,4270.6177,12812.701
North America,,2018,10513.225,4047.9238,13025.548
North America,,2019,10850.656,3498.6025,12937.848
North America,,2020,10619.137,2802.9958,11303.612
North America,,2021,10677.621,3154.9893,12299.282
North America,,2022,11150.784,2960.7454,12500.689
North America,,2023,11256.269,2486.6787,12576.286
North America (EI),,1965,4456.537,3412.2522,7235.743
North America (EI),,1966,4805.094,3565.8533,7595.5015
North America (EI),,1967,5058.3022,3502.3184,7912.1763
North America (EI),,1968,5425.9277,3634.0125,8445.538
North America (EI),,1969,5865.0737,3641.7644,8863.542
North America (EI),,1970,6194.6714,3624.0444,9278.467
North America (EI),,1971,6399.786,3432.0361,9601.97
North America (EI),,1972,6513.5386,3556.365,10339.758
North America (EI),,1973,6502.8843,3811.9607,10981.134
North America (EI),,1974,6308.3735,3730.9067,10655.761
North America (EI),,1975,5854.5044,3728.9246,10457.2705
North America (EI),,1976,5960.922,4012.996,11201.72
North America (EI),,1977,5881.3916,4174.183,11765.75
North America (EI),,1978,5939.5522,4083.3804,12085.726
North America (EI),,1979,6159.186,4425.7344,11920.961
North America (EI),,1980,6057.8926,4578.909,11158.744
North America (EI),,1981,5933.1475,4716.15,10516.987
North America (EI),,1982,5612.873,4572.662,9982.074
North America (EI),,1983,5297.923,4748.99,9868.889
North America (EI),,1984,5661.2715,5109.708,10178.154
North America (EI),,1985,5512.4194,5213.4126,10178.441
North America (EI),,1986,5167.38,5133.5396,10622.383
North America (EI),,1987,5454.856,5362.125,10874.315
North America (EI),,1988,5728.093,5616.3125,11301.78
North America (EI),,1989,6075.943,5681.647,11391.114
North America (EI),,1990,6076.415,5692.842,11188.664
North America (EI),,1991,6208.3438,5631.064,10966.316
North America (EI),,1992,6426.4575,5673.6226,11192.299
North America (EI),,1993,6604.7656,5842.0547,11278.325
North America (EI),,1994,6779.639,5888.4307,11613.777
North America (EI),,1995,7059.25,5957.5454,11566.787
North America (EI),,1996,7187.263,6226.627,11957.429
North America (EI),,1997,7240.7456,6364.2783,12164.238
North America (EI),,1998,7144.154,6446.902,12400.766
North America (EI),,1999,7222.4507,6425.333,12699.69
North America (EI),,2000,7535.247,6717.9116,12881.76
North America (EI),,2001,7208.907,6554.1123,12889.897
North America (EI),,2002,7486.466,6609.831,12876.064
North America (EI),,2003,7364.8423,6688.213,13119.029
North America (EI),,2004,7404.694,6710.556,13618.206
North America (EI),,2005,7354.97,6828.7314,13688.425
North America (EI),,2006,7319.3955,6730.314,13513.999
North America (EI),,2007,7748.361,6818.203,13531.216
North America (EI),,2008,7814.3164,6685.83,12796.534
North America (EI),,2009,7725.244,5882.201,12176.447
North America (EI),,2010,8058.101,6235.6455,12330.714
North America (EI),,2011,8295.7,5903.124,12153.883
North America (EI),,2012,8612.001,5233.08,11971.251
North America (EI),,2013,8902.586,5409.835,12081.254
North America (EI),,2014,9109.504,5386.394,12089.108
North America (EI),,2015,9346.948,4691.138,12256.8955
North America (EI),,2016,9377.669,4318.9956,12356.663
North America (EI),,2017,9356.647,4250.95,12413.804
North America (EI),,2018,10299.271,4027.963,12625.923
North America (EI),,2019,10630.436,3470.0293,12558.285
North America (EI),,2020,10420.85,2768.8506,10975.863
North America (EI),,2021,10466.92,3123.2576,11973.02
North America (EI),,2022,10943.472,2927.7888,12175.255
North America (EI),,2023,11047.671,2453.1643,12235.452
North Macedonia,MKD,1997,0,15.046835,12.305494
North Macedonia,MKD,1998,0.1915,19.455256,11.074813
North Macedonia,MKD,1999,0.354275,16.96689,11.075541
North Macedonia,MKD,2000,0.57449996,15.544994,11.268543
North Macedonia,MKD,2001,0.766,17.187988,9.231523
North Macedonia,MKD,2002,0.78515,14.942584,10.424202
North Macedonia,MKD,2003,0.69897497,17.205456,10.086403
North Macedonia,MKD,2004,0.68,16.350151,10.276315
North Macedonia,MKD,2005,0.7270147,16.966042,10.618794
North Macedonia,MKD,2006,0.7785819,16.486874,11.223741
North Macedonia,MKD,2007,0.9934347,16.917696,12.1110325
North Macedonia,MKD,2008,1.1295522,17.337875,10.953669
North Macedonia,MKD,2009,0.7484022,15.550031,11.272176
North Macedonia,MKD,2010,1.1085367,15.057268,10.980215
North Macedonia,MKD,2011,1.2825214,17.196571,11.351918
North Macedonia,MKD,2012,1.3308442,16.186949,10.97192
North Macedonia,MKD,2013,1.5065966,13.540367,10.721132
North Macedonia,MKD,2014,1.2924999,12.5287895,10.638594
North Macedonia,MKD,2015,1.3019553,11.296521,11.40081
North Macedonia,MKD,2016,2.0473385,10.188275,12.803833
North Macedonia,MKD,2017,2.6327944,11.13589,12.1864195
North Macedonia,MKD,2018,2.4284997,10.049073,12.7179
North Macedonia,MKD,2019,2.838806,11.909485,12.735264
North Macedonia,MKD,2020,3.2494655,8.8074045,11.742942
North Macedonia,MKD,2021,4.1256022,7.7495565,12.747635
North Macedonia,MKD,2022,2.7871528,9.769953,13.929043
North Macedonia,MKD,2023,3.528726,10.302485,14.063801
North Macedonia,MKD,1990,,15.466761,12.740926
North Macedonia,MKD,1991,,15.533597,11.406301
North Macedonia,MKD,1992,,15.442488,12.286932
North Macedonia,MKD,1993,,15.519188,13.216734
North Macedonia,MKD,1994,,16.120728,10.265979
North Macedonia,MKD,1995,,16.627272,9.655315
North Macedonia,MKD,1996,,16.087616,14.679261
Norway,NOR,1977,3.98909,9.555488,104.85936
Norway,NOR,1978,6.69888,9.847889,116.65633
Norway,NOR,1979,7.6525397,12.263672,116.01387
Norway,NOR,1980,8.22241,11.352112,112.084496
Norway,NOR,1981,10.10647,11.372373,104.1835
Norway,NOR,1982,10.90894,10.937642,100.11227
Norway,NOR,1983,12.2812805,11.652189,98.31226
Norway,NOR,1984,11.816079,13.066398,102.18022
Norway,NOR,1985,12.4557295,13.013132,107.2148
Norway,NOR,1986,13.7234,11.597307,114.973854
Norway,NOR,1987,15.10737,11.20419,114.59487
Norway,NOR,1988,19.02668,11.501965,107.59319
Norway,NOR,1989,21.073559,10.077325,108.836784
Norway,NOR,1990,22.31797,9.437522,102.262924
Norway,NOR,1991,25.14406,8.399316,96.731445
Norway,NOR,1992,27.063011,8.438346,96.99233
Norway,NOR,1993,28.470238,9.125279,99.619385
Norway,NOR,1994,30.563639,10.288382,103.50979
Norway,NOR,1995,30.85439,11.232914,106.96971
Norway,NOR,1996,33.4944,11.170465,114.43929
Norway,NOR,1997,38.681377,11.084599,114.82874
Norway,NOR,1998,39.507107,12.029132,115.23408
Norway,NOR,1999,37.73935,11.271945,116.51929
Norway,NOR,2000,42.36809,11.5451565,108.98533
Norway,NOR,2001,39.26288,10.288382,114.80473
Norway,NOR,2002,41.90289,8.922321,113.96435
Norway,NOR,2003,45.147655,8.711558,118.46245
Norway,NOR,2004,47.74115,9.83563,113.5633
Norway,NOR,2005,43.69921,8.399316,115.055374
Norway,NOR,2006,43.316414,7.2049894,117.82398
Norway,NOR,2007,42.63653,7.9231462,121.14075
Norway,NOR,2008,43.83998,8.165134,114.245056
Norway,NOR,2009,41.993416,6.4999995,113.279816
Norway,NOR,2010,41.547707,8.861111,119.77768
Norway,NOR,2011,40.62149,9.833333,116.164406
Norway,NOR,2012,40.802055,9.527778,116.08983
Norway,NOR,2013,40.335903,9.027778,117.56478
Norway,NOR,2014,43.395702,9.888888,114.270676
Norway,NOR,2015,46.02178,8.862735,116.293976
Norway,NOR,2016,44.35595,9.100231,112.658714
Norway,NOR,2017,46.362553,9.513363,111.99558
Norway,NOR,2018,44.76441,9.290532,115.44276
Norway,NOR,2019,46.099327,9.07454,110.24315
Norway,NOR,2020,44.535244,8.976604,102.11662
Norway,NOR,2021,42.554585,9.790111,104.959404
Norway,NOR,2022,39.266758,9.365546,107.24007
Norway,NOR,2023,37.932102,9.616215,106.811356
Norway,NOR,1965,,8.877423,60.316517
Norway,NOR,1966,,8.17368,68.08451
Norway,NOR,1967,,8.581207,70.49037
Norway,NOR,1968,,8.734723,78.40632
Norway,NOR,1969,,9.731425,86.18964
Norway,NOR,1970,,9.94044,97.02358
Norway,NOR,1971,,9.348031,96.0008
Norway,NOR,1972,,10.149791,100.55224
Norway,NOR,1973,,10.911312,102.16668
Norway,NOR,1974,,12.097107,92.95792
Norway,NOR,1975,,11.502116,96.23275
Norway,NOR,1976,,11.097845,106.440926
OECD (EI),,1965,4725.32,10201.041,13445.202
OECD (EI),,1966,5113.3315,10153.844,14511.711
OECD (EI),,1967,5435.9834,9964.006,15533.105
OECD (EI),,1968,5945.0317,10182.807,16878.475
OECD (EI),,1969,6555.916,10314.322,18410.36
OECD (EI),,1970,7127.092,10160.69,20069.744
OECD (EI),,1971,7579.382,9631.034,20985.707
OECD (EI),,1972,7992.7637,9554.097,22585.96
OECD (EI),,1973,8213.7,9945.128,24261.041
OECD (EI),,1974,8281.258,9864.665,23213.523
OECD (EI),,1975,7969.893,9693.236,22646.012
OECD (EI),,1976,8269.796,10216.2705,24139.867
OECD (EI),,1977,8322.43,10364.312,24678.488
OECD (EI),,1978,8529.272,10274.848,25502.818
OECD (EI),,1979,8947.618,10901.895,25518.658
OECD (EI),,1980,8872.5205,11296.545,23736.26
OECD (EI),,1981,8714.221,11406.311,22341.531
OECD (EI),,1982,8337.743,11266.686,21217.268
OECD (EI),,1983,8163.4194,11486.765,20943.71
OECD (EI),,1984,8755.372,11976.686,21277.375
OECD (EI),,1985,8825.895,12485.601,21349.902
OECD (EI),,1986,8552.967,12326.727,22076.174
OECD (EI),,1987,9026.39,12670.339,22486.996
OECD (EI),,1988,9323.442,12922.028,23273.943
OECD (EI),,1989,9810.347,13015.326,23536.84
OECD (EI),,1990,9987.218,12673.933,23583.45
